Player,team,opponent,proj_mins,conf,last_5_games,last_5_games_fouls,pos,stat,bet_side,stat_projection,line,odds,book,win_pct,expected_value,xAiScore,manualRtg,manualNotes,full_odds_meta_data,team_averages,minutes_injury_summary,minutes_confidence_justification,xAiContext,matched_sim_means,sim_source,game_time_cst,kenpom_player_url
Thomas Haugh,Florida,Iowa,30.0,0.9,"[0, 37, 35, 35, 23]","[0, 2.6, 2.4, 2.4, 1.6]",FC,points_rebounds_assists,under,19.3279,24.5,-118,splash_sports,0.8,1.4688,68,,,splash_sports 24.5 O -118; U -118,"Team REB: 45.67, Team AST: 16.83, Team 3PM: 7.57, Team STL: 6.67, Team BLK: 5.07, Team TO: 11.73",Past ankle injury early March; full minutes since return,"High stdDev (13.91) due to prior absence, but stable high usage recently (23-37); key in top lineups","Minutes proj 30 reliable (last5:23-37 post-injury, ironman role). Recent PRA avg 27.6 (25@PVAM blowout,31,21,32,29); pts17.6/reb7/ast3 vs proj12.9/4.9/1.6. Season25.4PRA. Low team pace/REB proj aids under but Haugh usage high, recent crushes line. No news/injury risks. Edge ok but fragile vs form.","12.88,4.85,1.59","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 06:10 PM CDT,https://kenpom.com/player.php?p=54392
Sam Lewis,Virginia,Tennessee,28.0,0.92,"[31, 26, 26, 28, 29]","[2.3, 2, 2, 2.1, 2.2]",F,points,under,9.1262,12.5,-118,fanduel,0.77,1.429,78,,,caesars 12.5 O -110; U -121 | fanduel 12.5 O -110; U -118 | prophetx 12.5 O -122; U -128 | splash_sports 12.5 O -118; U -118,"Team REB: 40.93, Team AST: 16.73, Team 3PM: 10.13, Team STL: 6.57, Team BLK: 6.23, Team TO: 10.80",N/A,N/A,"Minutes proj solid: last5 avg28min stable, conf0.92. Recent pts volatile but avg14.4 last5 (12,17,16,12,15); 2/5 under12.5. Wrist injury vsWright but brace/29min/12pts,no issue previews. Tenn physical D,teamPTS69<<81avg favors under. Hot streak fragile vs top matchup;proj9.1 trustworthy edge.",9.13,interpolated_sim,2026-03-22 05:10 PM CDT,https://kenpom.com/player.php?p=54854
Tru Washington,Miami FL,Purdue,27.0,0.98,"[28, 26, 27, 28, 23]","[1.8, 1.6, 1.7, 1.8, 1.4]",F,points,under,9.8063,12.5,-104,fanduel,0.73,1.4264,82,,,caesars 12.5 O -122; U -109 | fanatics 12.5 O -120; U -110 | fanduel 12.5 O -125; U -104 | prophetx 12.5 O -135; U -116 | splash_sports 12.5 O -118; U -118,"Team REB: 38.20, Team AST: 16.40, Team 3PM: 6.67, Team STL: 8.00, Team BLK: 3.33, Team TO: 11.57",N/A,N/A,"Minutes stable at 26.4 avg last 5 (23-28), matches 27 proj, high conf. Recent pts: 9,13,17,12,15 avg 13.2>12.5 line, 3/5 over, season 12.0 ppg. Volatile production (1-6 FG/Mizzou, 5-13/UVA), inefficient. Purdue stout def (opp 70.1 ppg allowed), Miami proj 73 pts <<82.5 avg. Sixth-man role firm, no injuries/news changes. Projection 9.8 reasonable in tough matchup but recent avg slightly undermines edge.",9.81,interpolated_sim,2026-03-22 11:10 AM CDT,https://kenpom.com/player.php?p=54634
Malachi Moreno,Kentucky,Iowa St.,22.0,0.85,"[28, 12, 32, 21, 20]","[2.7, 1.1, 3, 2, 1.9]",C,points,over,7.3345,4.5,-105,sleeper,0.73,1.4245,65,,,sleeper 4.5 O -105; U -156,"Team REB: 38.20, Team AST: 16.17, Team 3PM: 8.33, Team STL: 7.10, Team BLK: 4.33, Team TO: 10.73",Minor right leg soreness from SEC Tournament resolved; fully available per coach Pope.,"High recent minutes average (~22) and key role in top lineups support slight upward adjustment, tempered by high std dev, poor SCU performance, and variability.","Minutes proj 22 aligns w/ last5 avg 22.4 (20,21,32,12,28?), but high var/foul trouble (3-5 fouls/gm). Recent pts: 3@20m,6@21m,7@32m,4@12m,6@27m (avg5.2<proj7.3). Under in SCU NCAA rd1 (poor perf). Foul-prone freshman C vs stout ISU def/team-low70pts. Injury resolved but leg risk. Edge fragile, recent slump/tourney slump lowers trust.",7.33,interpolated_sim,2026-03-22 01:45 PM CDT,https://kenpom.com/player.php?p=58397
Mason Falslev,Utah St.,Arizona,34.0,0.97,"[35, 34, 31, 31, 35]","[2.3, 2.2, 2, 2, 2.3]",F,rebounds,over,7.13,5.5,122,fanduel,0.64,1.422,52,,,caesars 5.5 O +111; U -148 | fanatics 5.5 O +115; U -150 | fanduel 5.5 O +122; U -162 | prophetx 5.5 O -116; U -214,"Team REB: 34.63, Team AST: 17.70, Team 3PM: 8.83, Team STL: 8.77, Team BLK: 2.97, Team TO: 10.67",N/A,N/A,"Minutes stable (31-35 last10, proj 34). Recent reb volatile: last10 avg 5.9 (4 overs/6 unders 5.5), last5 6.4 (2/5 overs). Season 5.8. Proj 7.2 too high vs trends. No injuries/news changes role. Villanova allows avg opp REB (34.6). Edge fragile due to inconsistency.",7.13,interpolated_sim,2026-03-22 06:50 PM CDT,https://kenpom.com/player.php?p=53101
Darryn Peterson,Kansas,St. John's,36.0,0.92,"[35, 29, 37, 28, 37]","[1.9, 1.6, 2, 1.5, 2]",GF,points,under,19.2151,22.5,102,caesars,0.7,1.4074,78,,,caesars 22.5 O -135; U +102 | fanatics 22.5 O -125; U -105 | fanduel 22.5 O -122; U -106 | prophetx 22.5 O -139; U -112 | sleeper 23.5 O -120; U -135 | splash_sports 23.5 O -118; U -118,"Team REB: 38.63, Team AST: 14.40, Team 3PM: 7.37, Team STL: 5.50, Team BLK: 5.87, Team TO: 10.73","History of cramping, hamstring, ankle issues but cleared for NCAA Tournament and played fully in first round","Consistent 30+ min load recently (avg 33), no recent absences","Minutes proj 36 aligns w/recent high load (last5:37,28,37,29,34 avg33+), stable post-injury. Pts last5:28,14,24,27,15 (avg21.6>19.2proj, 3/5>22.5), volatile vs tough foes (14@Hou,15@ASU losses). Cleared/healthy, full min expect by Self. StJ #11 def, team71pts low scoring env support under vs recent hot streak risk.",19.22,interpolated_sim,2026-03-22 04:15 PM CDT,https://kenpom.com/player.php?p=58391
Trey Kaufman-Renn,Purdue,Miami FL,28.0,0.9,"[29, 30, 26, 28, 25]","[2.3, 2.4, 2.1, 2.2, 2]",C,points,under,13.7892,16.5,101,caesars,0.7,1.4005,68,,,caesars 16.5 O -136; U +101 | fanatics 17.5 O -110; U -120 | fanduel 16.5 O -125; U -104 | prophetx 16.5 O -176; U -147 | splash_sports 17.5 O -118; U -118,"Team REB: 35.60, Team AST: 19.67, Team 3PM: 9.40, Team STL: 5.67, Team BLK: 2.67, Team TO: 9.17",Shoulder scare in Big Ten final but fully progressed and available,N/A,"Minutes stable at 25-30 last 10g (avg 28min), no injury/rotation issues despite recent shoulder tweak (scored 20pts post-pain vs Mich). Recent pts: last5 avg17.6 (20,12,10,19,17), 3/5 over 16.5 vs tough foes. Queens weak reb/int def favors TKR post-ups; team PTS93>>season81.9 risks inflated usage. Proj14 conservative but recent hot streak fragile vs blowout.",13.79,interpolated_sim,2026-03-22 11:10 AM CDT,https://kenpom.com/player.php?p=51194
Mason Falslev,Utah St.,Arizona,34.0,0.97,"[35, 34, 31, 31, 35]","[2.3, 2.2, 2, 2, 2.3]",F,steals,over,1.8279,1.5,165,fanatics,0.53,1.3996,68,,,fanatics 1.5 O +165; U -225,"Team REB: 34.63, Team AST: 17.70, Team 3PM: 8.83, Team STL: 8.77, Team BLK: 2.97, Team TO: 10.67",N/A,N/A,"Minutes proj 34 solid (last5:35/32/31/34/35, high conf). No inj/rot changes. Steals recent5 avg1.4 (0vsVillanova,1vsSDSU,3vsNEV,3vsUNLV,0vsUNM); 2/5 over1.5. Season2.0spg but dip vs strong teams (0vsVill like AZ matchup). Proj1.83 optimistic; volatile prod lowers trust. AZ TO10.9 avg opp opps.",1.83,interpolated_sim,2026-03-22 06:50 PM CDT,https://kenpom.com/player.php?p=53101
Brayden Burries,Arizona,Utah St.,30.0,0.95,"[33, 33, 19, 33, 28]","[2.3, 2.3, 1.3, 2.3, 2]",F,points_rebounds_assists,under,21.0196,25.5,-118,splash_sports,0.76,1.3993,68,,,splash_sports 25.5 O -118; U -118,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",N/A,N/A,"Minutes proj 30 reliable (last5 avg 29, low due to resolved illness). PRA recent:25(LIU28m),26(HOU33),4(ISU20 ill),25(UCF33),39(COLO33); excl ill avg~29>25.5. Pts proj 14.3 low vs recent 20+. Minor fall vs LIU but 'ok'. Hot form/hot streak makes under projection stale, edge less trustworthy vs Utah St.","14.29,4.41,2.32","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 06:50 PM CDT,https://kenpom.com/player.php?p=59285
Thomas Haugh,Florida,Iowa,30.0,0.9,"[0, 37, 35, 35, 23]","[0, 2.6, 2.4, 2.4, 1.6]",FC,points_rebounds,under,17.7334,21.5,-113,fanduel,0.74,1.393,68,,,fanduel 21.5 O -113; U -113,"Team REB: 45.67, Team AST: 16.83, Team 3PM: 7.57, Team STL: 6.67, Team BLK: 5.07, Team TO: 11.73",Past ankle injury early March; full minutes since return,"High stdDev (13.91) due to prior absence, but stable high usage recently (23-37); key in top lineups","Minutes stable at 23-37 post-injury (no new issues), avg 32MP last 5. Recent PR:18(23min blowout),28,21,29,27; avg24.6>21.5. 3/5 over/under line. Lead scorer (17SPG), key role certain. Low team PTS/REB proj vs Iowa may suppress, but recent outpaces model proj17.7. Edge ok but variance high, recent form questions aggressive 74% win.","12.88,4.85","interpolated_sim,interpolated_sim",2026-03-22 06:10 PM CDT,https://kenpom.com/player.php?p=54392
Dallin Hall,Virginia,Tennessee,29.0,0.95,"[28, 31, 31, 29, 27]","[2.2, 2.4, 2.4, 2.2, 2.1]",G,points_rebounds_assists,over,14.1524,10.5,-118,splash_sports,0.75,1.381,82,,,splash_sports 10.5 O -118; U -118,"Team REB: 40.93, Team AST: 16.73, Team 3PM: 10.13, Team STL: 6.57, Team BLK: 6.23, Team TO: 10.80",N/A,N/A,"Minutes proj 29 accurate (last5:27-31). Recent PRA:14(Wright),11(Duke),10(Miami),18(NCSt),11(VT) avg12.8>10.5,4/5 over. Season13.9. Starter PG, no injury/rotation issues. Components:pts recent5.0(vs proj7.1),reb2.8(3.65),ast5.0(3.38). Low team proj PTS69/AST13 vs TN defense caps upside, but line low, edge holds.","7.12,3.65,3.38","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 05:10 PM CDT,https://kenpom.com/player.php?p=53592
Fletcher Loyer,Purdue,Miami FL,29.0,0.92,"[28, 32, 27, 32, 25]","[1, 1.1, 0.9, 1.1, 0.9]",GF,points_rebounds_assists,under,15.8624,19.5,-118,splash_sports,0.74,1.3752,68,,,splash_sports 19.5 O -118; U -118,"Team REB: 35.60, Team AST: 19.67, Team 3PM: 9.40, Team STL: 5.67, Team BLK: 2.67, Team TO: 9.17",N/A,N/A,"Minutes stable ~30 avg last5 (25-33), proj accurate. Recent PRA avg 20.4 (17-24 range): Queens17(25min),Mich23,UCLA20,Neb24,NW18. Points 15.2>11.6 proj, ast2.6>1.8. Hot tourney streak, senior shooter role firm, no injuries/news issues. Proj low vs form; under vulnerable to continued production vs Miami.","11.62,2.42,1.82","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 11:10 AM CDT,https://kenpom.com/player.php?p=52899
Malachi Moreno,Kentucky,Iowa St.,22.0,0.85,"[28, 12, 32, 21, 20]","[2.7, 1.1, 3, 2, 1.9]",C,points_rebounds_assists,over,15.1311,11.5,-110,sleeper,0.72,1.3752,48,,,sleeper 11.5 O -110; U -149 | splash_sports 11.5 O -118; U -118,"Team REB: 38.20, Team AST: 16.17, Team 3PM: 8.33, Team STL: 7.10, Team BLK: 4.33, Team TO: 10.73",Minor right leg soreness from SEC Tournament resolved; fully available per coach Pope.,"High recent minutes average (~22) and key role in top lineups support slight upward adjustment, tempered by high std dev, poor SCU performance, and variability.","Last 5 PRA:10(SCU20m),11(FLA21m),14(MIZ32m),7(LSU12m),16(FLA27m); avg11.6<proj15.1. Tourney avg~10.3PRA. Recent SCU poor(10PRA), swarmed in paint. Iowa St elite def>SCU, team PTS proj70<<81. Mins volatile(12-32), freshman TOs/pass issues per X/news. Fragile prod, low env edge shaky.","7.33,6.32,1.48","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 01:45 PM CDT,https://kenpom.com/player.php?p=58397
Thomas Haugh,Florida,Iowa,30.0,0.9,"[0, 37, 35, 35, 23]","[0, 2.6, 2.4, 2.4, 1.6]",FC,points,under,12.8798,15.5,-105,fanatics,0.7,1.3736,82,,,caesars 15.5 O -124; U -107 | fanatics 15.5 O -125; U -105 | fanduel 15.5 O -108; U -120 | prophetx 15.5 O -157; U -167 | splash_sports 15.5 O -118; U -118,"Team REB: 45.67, Team AST: 16.83, Team 3PM: 7.57, Team STL: 6.67, Team BLK: 5.07, Team TO: 11.73",Past ankle injury early March; full minutes since return,"High stdDev (13.91) due to prior absence, but stable high usage recently (23-37); key in top lineups","Adversarial review: Iowa elite D (65.8 PA/G, top-16) justifies low proj 12.9 vs line 15.5; team PTS proj 77<88 avg. Mins proj 30 solid (last5 avg31.8, stable post-injury). Recent pts avg17.6/5 (14 blowout,19L,13W,20W,22 blowout),15.1/10 but variance vs top D like Ky(13-20). Key starter/role certain,no news risks. Edge trustworthy despite recent avg.",12.88,interpolated_sim,2026-03-22 06:10 PM CDT,https://kenpom.com/player.php?p=54392
Malik Thomas,Virginia,Tennessee,24.0,0.92,"[24, 20, 22, 30, 22]","[2.5, 2.1, 2.3, 3.2, 2.3]",F,points,under,10.1696,12.5,-105,fanatics,0.7,1.3721,78,,,caesars 12.5 O -121; U -110 | fanatics 12.5 O -125; U -105 | fanduel 12.5 O -114; U -114 | prophetx 12.5 O -127; U -122 | splash_sports 12.5 O -118; U -118,"Team REB: 40.93, Team AST: 16.73, Team 3PM: 10.13, Team STL: 6.57, Team BLK: 6.23, Team TO: 10.80",N/A,N/A,"Minutes proj 24 solid vs last5 avg23.4 (21,30,22,20,24); no injury/foul issues, starter role firm. Recent pts high:11(Wright21m),18(Duke30m),15(MIA22m),16(NCSU20m),16(VT24m) avg15.2, but Wright tourney limited him; Tenn elite D likely caps output. Team PTS proj69<<81avg supports under12.5@10.2proj. Hot streak fragile vs top D.",10.17,interpolated_sim,2026-03-22 05:10 PM CDT,https://kenpom.com/player.php?p=52071
Jacari White,Virginia,Tennessee,20.0,0.9,"[18, 21, 15, 10, 24]","[1.2, 1.4, 1, 0.6, 1.6]",GF,points,under,7.7058,9.5,-104,fanduel,0.69,1.3561,78,,,caesars 9.5 O -129; U -105 | fanatics 9.5 O -125; U -105 | fanduel 9.5 O -125; U -104 | prophetx 9.5 O -135; U -116 | splash_sports 9.5 O -118; U -118,"Team REB: 40.93, Team AST: 16.73, Team 3PM: 10.13, Team STL: 6.57, Team BLK: 6.23, Team TO: 10.80",Recovered from December wrist fracture; exploded for 26 pts in 24 min vs Wright State,"Recent NCAA Tournament performance (24 min, 26 pts) and coach comments affirming key role post-ACC final reduce uncertainty","Minutes proj 20 aligns w/ recent avg ~18 (last5:24,10,15,21,18), but volatile (lows 9-10 vs Duke/MIA due to matchups, coach downplays). Points last5:26,6,4,13,7 (avg11.2 skewed by outlier 26 vs weak WRST; prior4 avg~7.5). Season~8.8PPG. TN elite D, team proj69PTS low vs81avg favors under. Hot hand risk fragile vs tough matchup/role uncertainty as bench spark.",7.71,interpolated_sim,2026-03-22 05:10 PM CDT,https://kenpom.com/player.php?p=53155
Donovan Atwell,Texas Tech,Alabama,36.0,0.95,"[38, 36, 40, 33, 35]","[2.5, 2.3, 2.6, 2.1, 2.3]",GF,points,under,13.3258,16.5,-118,splash_sports,0.73,1.351,68,,,fanatics 15.5 O -125; U -105 | sleeper 16.5 O -135; U -122 | splash_sports 16.5 O -118; U -118,"Team REB: 37.30, Team AST: 16.07, Team 3PM: 11.47, Team STL: 5.93, Team BLK: 3.87, Team TO: 10.90",N/A,N/A,"Minutes proj solid (37min, last5 avg37.2, no injury/rot changes). Recent pts:9,23,19,18,12 (avg16.2<16.5 but 3/5 over). High 3PA(9-13/game),49% 3PT last10. Increased role post-Toppin injury,19+PPG prior stretch. Akron 3ptD vulnerable per previews; team PTS84>season81. Streaky shooter risks over; proj13.6 undervalues recent but variance tempers edge.",13.33,interpolated_sim,2026-03-22 08:45 PM CDT,https://kenpom.com/player.php?p=53696
Fletcher Loyer,Purdue,Miami FL,29.0,0.92,"[28, 32, 27, 32, 25]","[1, 1.1, 0.9, 1.1, 0.9]",GF,points,under,11.6237,14.5,-115,fanatics,0.72,1.3467,35,,,caesars 14.5 O -107; U -125 | fanatics 14.5 O -115; U -115 | fanduel 14.5 O -102; U -128 | prophetx 14.5 O -112; U -139 | splash_sports 14.5 O -118; U -118,"Team REB: 35.60, Team AST: 19.67, Team 3PM: 9.40, Team STL: 5.67, Team BLK: 2.67, Team TO: 9.17",N/A,N/A,"Minutes proj solid (29min, last5 avg~29, stable). But pts projection 11.6 ignores hot streak: 15.0 PPG last5 (14,14,14,19,14 all >=14), 42%+ 3PT recently as key shooter. Season 13.8, but tourney form elite. No injuries, role certain. Market O14.5 ~even. Miami D not elite vs guards. Stale model, fragile under edge vs recent production.",11.62,interpolated_sim,2026-03-22 11:10 AM CDT,https://kenpom.com/player.php?p=52899
